,essay_id,pred,demographic_value,demographic_variable
6802,AAAXMP138200001926252144_OR,6.0,Not identified as having disability,student_disability_status
6803,AAAXMP138200001681152125_OR,3.0,Identified as having disability,student_disability_status
6804,AAAXMP138200001051562125_OR,5.0,Not identified as having disability,student_disability_status
6805,2221003620,6.0,Not identified as having disability,student_disability_status
6806,5.11314E+12,5.0,,student_disability_status
6807,AAAXMP138200002201132125_OR,6.0,Not identified as having disability,student_disability_status
6808,2171003552,4.0,Not identified as having disability,student_disability_status
6809,AAAXMP138200001691842144_OR,6.0,Not identified as having disability,student_disability_status
6810,AAAXMP138200001708912810_OR,6.0,Not identified as having disability,student_disability_status
6811,AAAXMP138200001703342144_OR,6.0,Not identified as having disability,student_disability_status
6812,5.79784E+12,6.0,,student_disability_status
6813,2141003465,2.0,Identified as having disability,student_disability_status
6814,5.82164E+12,5.0,,student_disability_status
6815,2091000984,6.0,Not identified as having disability,student_disability_status
6816,AAAUUP138180000207732125_OR,6.0,Not identified as having disability,student_disability_status
6817,AAAXMP138200001818042810_OR,3.0,Not identified as having disability,student_disability_status
6818,AAAXMP138200001910832850_OR,6.0,Not identified as having disability,student_disability_status
6819,AAAXMP138200001812522850_OR,6.0,Not identified as having disability,student_disability_status
6820,AAAXMP138200001189942810_OR,6.0,Not identified as having disability,student_disability_status
6821,AAAXMP138200001957252144_OR,6.0,Not identified as having disability,student_disability_status
6822,2431003246,6.0,Not identified as having disability,student_disability_status
6823,AAAXMP138200001059232810_OR,6.0,Not identified as having disability,student_disability_status
6824,2251003784,1.0,Not identified as having disability,student_disability_status
6825,AAAXMP138200001743972144_OR,6.0,Not identified as having disability,student_disability_status
6826,2271007301,6.0,Not identified as having disability,student_disability_status
6827,AAAXMP138200001845802850_OR,6.0,Not identified as having disability,student_disability_status
6828,5.67194E+12,6.0,,student_disability_status
6829,AAAXMP138200000703282850_OR,2.0,Not identified as having disability,student_disability_status
6830,2431006318,2.0,Not identified as having disability,student_disability_status
6831,AAAXMP138200001375882144_OR,6.0,Not identified as having disability,student_disability_status
6832,AAAXMP138200000834052125_OR,6.0,Not identified as having disability,student_disability_status
6833,2221001287,6.0,Not identified as having disability,student_disability_status
6834,5.47949E+12,4.0,,student_disability_status
6835,5.54692E+12,6.0,,student_disability_status
6836,2311000031,6.0,Not identified as having disability,student_disability_status
6837,2021006061,6.0,Not identified as having disability,student_disability_status
6838,2241000448,6.0,Not identified as having disability,student_disability_status
6839,AAAXMP138200000704412810_OR,6.0,Not identified as having disability,student_disability_status
6840,2141003058,4.0,Not identified as having disability,student_disability_status
6841,AAAXMP138200000789922125_OR,4.0,Identified as having disability,student_disability_status
6842,2021006746,6.0,Not identified as having disability,student_disability_status
6843,AAAXMP138200001237152144_OR,6.0,Not identified as having disability,student_disability_status
6844,AAAXMP138200000783022125_OR,6.0,Not identified as having disability,student_disability_status
6845,2021002988,3.0,Not identified as having disability,student_disability_status
6846,AAAXMP138200001342652125_OR,6.0,Not identified as having disability,student_disability_status
6847,AAAXMP138200001178672810_OR,6.0,Identified as having disability,student_disability_status
6848,2021003607,2.0,Not identified as having disability,student_disability_status
6849,AAAUUP138180000194412125_OR,3.0,Identified as having disability,student_disability_status
6850,2251001846,3.0,Not identified as having disability,student_disability_status
6851,AAAUUP138180000377942125_OR,6.0,Not identified as having disability,student_disability_status
6852,5.30183E+12,6.0,,student_disability_status
6853,2271004387,2.0,Not identified as having disability,student_disability_status
6854,AAAXMP138200001524922144_OR,6.0,Not identified as having disability,student_disability_status
6855,AAAXMP138200001957322125_OR,3.0,Not identified as having disability,student_disability_status
6856,AAAXMP138200001062122810_OR,3.0,Identified as having disability,student_disability_status
6857,2241001291,6.0,Not identified as having disability,student_disability_status
6858,2021002473,5.0,Not identified as having disability,student_disability_status
6859,576552115212010thLitAB,1.0,,student_disability_status
6860,AAAXMP138200001813512850_OR,1.0,Not identified as having disability,student_disability_status
6861,AAAXMP138200000989802125_OR,6.0,Not identified as having disability,student_disability_status
6862,AAAXMP138200001696612850_OR,6.0,Not identified as having disability,student_disability_status
6863,AAAXMP138200001109102125_OR,6.0,Not identified as having disability,student_disability_status
6864,2171000448,6.0,Not identified as having disability,student_disability_status
6865,AAAXMP138200002090622125_OR,6.0,Not identified as having disability,student_disability_status
6866,2021000390,6.0,Not identified as having disability,student_disability_status
6867,2171000022,6.0,Not identified as having disability,student_disability_status
6868,AAAXMP138200002093492850_OR,5.0,Identified as having disability,student_disability_status
6869,2251000050,6.0,Not identified as having disability,student_disability_status
6870,2271007238,6.0,Not identified as having disability,student_disability_status
6871,2221003743,6.0,Not identified as having disability,student_disability_status
6872,AAAXMP138200001676822144_OR,6.0,Not identified as having disability,student_disability_status
6873,AAAXMP138200001802502125_OR,6.0,Not identified as having disability,student_disability_status
6874,AAAXMP138200001049732144_OR,6.0,Not identified as having disability,student_disability_status
6875,5.56555E+12,5.0,,student_disability_status
6876,AAAXMP138200001049972810_OR,6.0,Not identified as having disability,student_disability_status
6877,AAAXMP138200001836992125_OR,4.0,Not identified as having disability,student_disability_status
6878,2311003978,6.0,Not identified as having disability,student_disability_status
6879,2091006630,6.0,Not identified as having disability,student_disability_status
6880,AAAXMP138200001108912144_OR,6.0,Not identified as having disability,student_disability_status
6881,2091004271,5.0,Not identified as having disability,student_disability_status
6882,AAAXMP138200000513832810_OR,4.0,Not identified as having disability,student_disability_status
6883,6.00191E+12,6.0,,student_disability_status
6884,2221000400,3.0,Not identified as having disability,student_disability_status
6885,5.59929E+12,6.0,,student_disability_status
6886,2081005525,6.0,Not identified as having disability,student_disability_status
6887,2171004044,6.0,Not identified as having disability,student_disability_status
6888,AAAXMP138200000757282125_OR,6.0,Not identified as having disability,student_disability_status
6889,2241005121,6.0,Not identified as having disability,student_disability_status
6890,AAAXMP138200000945202144_OR,6.0,Not identified as having disability,student_disability_status
6891,2171001801,6.0,Not identified as having disability,student_disability_status
6892,AAAXMP138200001637322850_OR,6.0,Not identified as having disability,student_disability_status
6893,2421005467,6.0,Not identified as having disability,student_disability_status
6894,2241000456,6.0,Not identified as having disability,student_disability_status
6895,6002021152120_cleaned,6.0,,student_disability_status
6896,AAAXMP138200002154302125_OR,1.0,Not identified as having disability,student_disability_status
6897,2251003032,6.0,Not identified as having disability,student_disability_status
6898,AAAXMP138200001773912810_OR,6.0,Not identified as having disability,student_disability_status
6899,AAAXMP138200001937402850_OR,6.0,Identified as having disability,student_disability_status
6900,AAAXMP138200002012052810_OR,6.0,Not identified as having disability,student_disability_status
6901,AAAXMP138200001792872810_OR,5.0,Not identified as having disability,student_disability_status
6902,2431004854,1.0,Not identified as having disability,student_disability_status
6903,AAAXMP138200001376012810_OR,6.0,Not identified as having disability,student_disability_status
6904,4.27326E+12,6.0,,student_disability_status
6905,2021006541,6.0,Not identified as having disability,student_disability_status
6906,AAAXMP138200001270712850_OR,2.0,Not identified as having disability,student_disability_status
6907,AAAXMP138200001754392125_OR,1.0,Identified as having disability,student_disability_status
6908,5.00255E+12,6.0,,student_disability_status
6909,5.37417E+12,4.0,,student_disability_status
6910,AAAXMP138200001438802810_OR,6.0,Not identified as having disability,student_disability_status
6911,2421001453,6.0,Not identified as having disability,student_disability_status
6912,5.4825E+12,5.0,,student_disability_status
6913,2091005510,2.0,Not identified as having disability,student_disability_status
6914,2311004265,6.0,Not identified as having disability,student_disability_status
6915,2241003536,6.0,Not identified as having disability,student_disability_status
6916,AAAXMP138200002100142144_OR,4.0,Not identified as having disability,student_disability_status
6917,AAAXMP138200001985282810_OR,6.0,Not identified as having disability,student_disability_status
6918,AAAXMP138200001885442125_OR,3.0,Identified as having disability,student_disability_status
6919,AAAXMP138200001539482144_OR,3.0,Not identified as having disability,student_disability_status
6920,AAAXMP138200001065202850_OR,2.0,Identified as having disability,student_disability_status
6921,AAAXMP138200001307242850_OR,6.0,Not identified as having disability,student_disability_status
6922,AAAXMP138200002162302810_OR,6.0,Not identified as having disability,student_disability_status
6923,AAAXMP138200000863002144_OR,2.0,Not identified as having disability,student_disability_status
6924,AAAXMP138200001558172144_OR,6.0,Identified as having disability,student_disability_status
6925,AAAXMP138200000699142810_OR,6.0,Not identified as having disability,student_disability_status
6926,2021000276,6.0,Not identified as having disability,student_disability_status
6927,AAAXMP138200000925102810_OR,6.0,Not identified as having disability,student_disability_status
6928,AAAXMP138200000674212125_OR,6.0,Not identified as having disability,student_disability_status
6929,AAAXMP138200001418682810_OR,6.0,Not identified as having disability,student_disability_status
6930,AAAXMP138200001405652810_OR,6.0,Identified as having disability,student_disability_status
6931,2091006176,6.0,Identified as having disability,student_disability_status
6932,2421004461,6.0,Not identified as having disability,student_disability_status
6933,AAAXMP138200000827812144_OR,6.0,Not identified as having disability,student_disability_status
6934,2081005649,4.0,Not identified as having disability,student_disability_status
6935,AAAXMP138200000680282810_OR,6.0,Not identified as having disability,student_disability_status
6936,AAAXMP138200001053092144_OR,6.0,Identified as having disability,student_disability_status
6937,AAAXMP138200000759412125_OR,6.0,Not identified as having disability,student_disability_status
6938,2221001481,6.0,Not identified as having disability,student_disability_status
6939,5.94683E+12,1.0,,student_disability_status
6940,AAAXMP138200001474842125_OR,6.0,Not identified as having disability,student_disability_status
6941,AAAXMP138200001038782125_OR,4.0,Not identified as having disability,student_disability_status
6942,5.99671E+12,3.0,,student_disability_status
6943,AAAXMP138200001877292144_OR,6.0,Not identified as having disability,student_disability_status
6944,AAAXMP138200001117662125_OR,6.0,Not identified as having disability,student_disability_status
6945,4.92656E+12,5.0,,student_disability_status
6946,AAAXMP138200001969762810_OR,4.0,Not identified as having disability,student_disability_status
6947,AAAXMP138200000911902810_OR,6.0,Not identified as having disability,student_disability_status
6948,AAAXMP138200000907232810_OR,6.0,Not identified as having disability,student_disability_status
6949,AAAXMP138200001889762810_OR,5.0,Not identified as having disability,student_disability_status
6950,AAAXMP138200001126332125_OR,6.0,Not identified as having disability,student_disability_status
6951,AAAXMP138200001612762144_OR,6.0,Not identified as having disability,student_disability_status
6952,AAAXMP138200001837862144_OR,6.0,Not identified as having disability,student_disability_status
6953,AAAXMP138200000769422810_OR,6.0,Identified as having disability,student_disability_status
6954,2271006746,6.0,Not identified as having disability,student_disability_status
6955,AAAXMP138200001179632810_OR,6.0,Not identified as having disability,student_disability_status
6956,2251003547,6.0,Not identified as having disability,student_disability_status
6957,AAAXMP138200002028862850_OR,3.0,Not identified as having disability,student_disability_status
6958,AAAXMP138200001690002810_OR,6.0,Not identified as having disability,student_disability_status
6959,AAAXMP138200001545612125_OR,6.0,Not identified as having disability,student_disability_status
6960,2081006751,6.0,Not identified as having disability,student_disability_status
6961,AAAXMP138200000482982810_OR,6.0,Not identified as having disability,student_disability_status
6962,2081002763,6.0,Not identified as having disability,student_disability_status
6963,2421003812,4.0,Not identified as having disability,student_disability_status
6964,2271003721,6.0,Not identified as having disability,student_disability_status
6965,2171000812,6.0,Not identified as having disability,student_disability_status
6966,2141006332,2.0,Not identified as having disability,student_disability_status
6967,AAAXMP138200001053312144_OR,6.0,Not identified as having disability,student_disability_status
6968,AAAXMP138200000727092810_OR,6.0,Not identified as having disability,student_disability_status
6969,AAAXMP138200000740732144_OR,6.0,Not identified as having disability,student_disability_status
6970,AAAXMP138200000797452850_OR,6.0,Not identified as having disability,student_disability_status
6971,5.34123E+12,6.0,,student_disability_status
6972,AAAXMP138200000579212125_OR,4.0,Not identified as having disability,student_disability_status
6973,2431005095,6.0,Not identified as having disability,student_disability_status
6974,AAAXMP138200001772802144_OR,6.0,Not identified as having disability,student_disability_status
6975,AAAXMP138200000565872144_OR,6.0,Not identified as having disability,student_disability_status
6976,2221000582,6.0,Not identified as having disability,student_disability_status
6977,2241006195,6.0,Not identified as having disability,student_disability_status
6978,5.34115E+12,5.0,,student_disability_status
6979,2141007703,6.0,Not identified as having disability,student_disability_status
6980,2081006131,6.0,Not identified as having disability,student_disability_status
6981,AAAXMP138200001125182144_OR,6.0,Not identified as having disability,student_disability_status
6982,2251005400,6.0,Not identified as having disability,student_disability_status
6983,AAAXMP138200002212512810_OR,6.0,Not identified as having disability,student_disability_status
6984,AAAXMP138200001176672850_OR,1.0,Identified as having disability,student_disability_status
6985,AAAXMP138200001800002810_OR,6.0,Not identified as having disability,student_disability_status
6986,AAAXMP138200001644882125_OR,6.0,Not identified as having disability,student_disability_status
6987,4.99102E+11,5.0,,student_disability_status
6988,AAAXMP138200000805282810_OR,6.0,Not identified as having disability,student_disability_status
6989,2221006718,2.0,Not identified as having disability,student_disability_status
6990,AAAXMP138200001032702125_OR,6.0,Not identified as having disability,student_disability_status
6991,2311005423,1.0,Not identified as having disability,student_disability_status
6992,AAAXMP138200002132842125_OR,6.0,Identified as having disability,student_disability_status
6993,AAAXMP138200001253562810_OR,6.0,Not identified as having disability,student_disability_status
6994,5.45526E+12,4.0,,student_disability_status
6995,AAAXMP138200000958132144_OR,6.0,Identified as having disability,student_disability_status
6996,AAAXMP138200001212072850_OR,2.0,Identified as having disability,student_disability_status
6997,2271006550,6.0,Not identified as having disability,student_disability_status
6998,AAAXMP138200001120582144_OR,6.0,Not identified as having disability,student_disability_status
6999,AAAXMP138200001633422810_OR,6.0,Not identified as having disability,student_disability_status
7000,AAAXMP138200001418072125_OR,3.0,Not identified as having disability,student_disability_status
7001,AAAXMP138200001935522125_OR,1.0,Not identified as having disability,student_disability_status
7002,5.43137E+12,5.0,,student_disability_status
7003,AAAXMP138200001836562850_OR,5.0,Identified as having disability,student_disability_status
7004,AAAXMP138200001225962850_OR,6.0,Not identified as having disability,student_disability_status
7005,2251001871,2.0,Not identified as having disability,student_disability_status
7006,AAAXMP138200000987172810_OR,6.0,Not identified as having disability,student_disability_status
7007,2021006851,3.0,Not identified as having disability,student_disability_status
7008,AAAXMP138200001819212810_OR,6.0,Not identified as having disability,student_disability_status
7009,2271005235,4.0,Not identified as having disability,student_disability_status
7010,AAAXMP138200001487422125_OR,6.0,Not identified as having disability,student_disability_status
7011,AAAXMP138200001357502810_OR,6.0,Not identified as having disability,student_disability_status
7012,AAAXMP138200000709592850_OR,6.0,Not identified as having disability,student_disability_status
7013,AAAXMP138200001268792810_OR,6.0,Not identified as having disability,student_disability_status
7014,AAAXMP138200002078462810_OR,5.0,Not identified as having disability,student_disability_status
7015,5.67376E+12,5.0,,student_disability_status
7016,5.26044E+12,6.0,,student_disability_status
7017,AAAXMP138200002141252810_OR,6.0,Not identified as having disability,student_disability_status
7018,AAAXMP138200001798132144_OR,6.0,Identified as having disability,student_disability_status
7019,AAAXMP138200000931612125_OR,4.0,Not identified as having disability,student_disability_status
7020,AAAXMP138200002050592810_OR,6.0,Not identified as having disability,student_disability_status
7021,2091001671,6.0,Not identified as having disability,student_disability_status
7022,AAAXMP138200001038772144_OR,6.0,Identified as having disability,student_disability_status
7023,AAAXMP138200001910792125_OR,2.0,Not identified as having disability,student_disability_status
7024,AAAXMP138200001957632125_OR,5.0,Identified as having disability,student_disability_status
7025,AAAXMP138200000969022125_OR,6.0,Not identified as having disability,student_disability_status
7026,AAAXMP138200000786472125_OR,6.0,Not identified as having disability,student_disability_status
7027,AAAXMP138200000788542810_OR,6.0,Not identified as having disability,student_disability_status
7028,2021003411,1.0,Not identified as having disability,student_disability_status
7029,5.23303E+12,4.0,,student_disability_status
7030,AAAXMP138200001865152125_OR,6.0,Not identified as having disability,student_disability_status
7031,AAAXMP138200002046242125_OR,2.0,Not identified as having disability,student_disability_status
7032,2021003887,2.0,Not identified as having disability,student_disability_status
7033,2251003334,5.0,Identified as having disability,student_disability_status
7034,5.78717E+12,6.0,,student_disability_status
7035,AAAXMP138200000886602810_OR,6.0,Not identified as having disability,student_disability_status
7036,AAAXMP138200001231902810_OR,6.0,Not identified as having disability,student_disability_status
7037,AAAXMP138200000983902144_OR,6.0,Not identified as having disability,student_disability_status
7038,AAAUUP138180000234042125_OR,6.0,Identified as having disability,student_disability_status
7039,AAAXMP138200000811702125_OR,6.0,Not identified as having disability,student_disability_status
7040,AAAXMP138200001649122144_OR,6.0,Not identified as having disability,student_disability_status
7041,2141006545,5.0,Not identified as having disability,student_disability_status
7042,AAAXMP138200001033822850_OR,6.0,Not identified as having disability,student_disability_status
7043,5.67825E+12,6.0,,student_disability_status
7044,AAAXMP138200001418192125_OR,2.0,Identified as having disability,student_disability_status
7045,AAAXMP138200001414722850_OR,6.0,Not identified as having disability,student_disability_status
7046,AAAXMP138200002003412144_OR,4.0,Not identified as having disability,student_disability_status
7047,AAAXMP138200001275622810_OR,6.0,Not identified as having disability,student_disability_status
7048,AAAXMP138200001230262810_OR,6.0,Not identified as having disability,student_disability_status
7049,2251002397,6.0,Not identified as having disability,student_disability_status
7050,AAAXMP138200000720302850_OR,6.0,Not identified as having disability,student_disability_status
7051,AAAXMP138200000510512810_OR,6.0,Not identified as having disability,student_disability_status
7052,AAAXMP138200002063832810_OR,6.0,Not identified as having disability,student_disability_status
7053,AAAXMP138200001288502810_OR,6.0,Not identified as having disability,student_disability_status
7054,AAAXMP138200000981112125_OR,3.0,Not identified as having disability,student_disability_status
7055,AAAXMP138200001032292810_OR,6.0,Not identified as having disability,student_disability_status
7056,2141004496,3.0,Not identified as having disability,student_disability_status
7057,2021001159,6.0,Not identified as having disability,student_disability_status
7058,5.39957E+12,6.0,,student_disability_status
7059,AAAXMP138200001061292850_OR,6.0,Not identified as having disability,student_disability_status
7060,AAAUUP138180000046362125_OR,6.0,Not identified as having disability,student_disability_status
7061,AAAXMP138200000831462144_OR,6.0,Not identified as having disability,student_disability_status
7062,2171006250,2.0,Not identified as having disability,student_disability_status
7063,2221007439,6.0,Not identified as having disability,student_disability_status
7064,AAAXMP138200001818562125_OR,5.0,Identified as having disability,student_disability_status
7065,5.50342E+12,6.0,,student_disability_status
7066,AAAXMP138200001922832125_OR,4.0,Identified as having disability,student_disability_status
7067,AAAUUP138180000312342125_OR,2.0,Not identified as having disability,student_disability_status
7068,AAAXMP138200001143322810_OR,6.0,Not identified as having disability,student_disability_status
7069,2021007564,6.0,Not identified as having disability,student_disability_status
7070,AAAXMP138200001455562810_OR,6.0,Not identified as having disability,student_disability_status
7071,AAAXMP138200000636192125_OR,6.0,Not identified as having disability,student_disability_status
7072,AAAXMP138200001836242125_OR,3.0,Not identified as having disability,student_disability_status
7073,2431004960,6.0,Not identified as having disability,student_disability_status
7074,AAAXMP138200002044162810_OR,6.0,Not identified as having disability,student_disability_status
7075,5.72033E+12,6.0,,student_disability_status
7076,AAAXMP138200000569492125_OR,6.0,Not identified as having disability,student_disability_status
7077,2251000840,6.0,Not identified as having disability,student_disability_status
7078,AAAXMP138200001626582850_OR,6.0,Not identified as having disability,student_disability_status
7079,AAAUUP138180000395462125_OR,6.0,Not identified as having disability,student_disability_status
7080,AAAXMP138200001998062810_OR,6.0,Not identified as having disability,student_disability_status
7081,5.5415E+12,6.0,,student_disability_status
7082,2241005156,6.0,Not identified as having disability,student_disability_status
7083,2091004980,6.0,Not identified as having disability,student_disability_status
7084,AAAXMP138200001151882810_OR,6.0,Not identified as having disability,student_disability_status
7085,2241002637,6.0,Not identified as having disability,student_disability_status
7086,AAAXMP138200002146692850_OR,6.0,Not identified as having disability,student_disability_status
7087,2141002001,6.0,Not identified as having disability,student_disability_status
7088,2221000299,4.0,Not identified as having disability,student_disability_status
7089,2431003491,6.0,Not identified as having disability,student_disability_status
7090,2141004895,5.0,Not identified as having disability,student_disability_status
7091,AAAXMP138200000803132810_OR,3.0,Not identified as having disability,student_disability_status
7092,AAAXMP138200001065192850_OR,6.0,Identified as having disability,student_disability_status
7093,2421007281,6.0,Not identified as having disability,student_disability_status
7094,2141003805,6.0,Not identified as having disability,student_disability_status
7095,2241004265,6.0,Not identified as having disability,student_disability_status
7096,AAAXMP138200001054922144_OR,6.0,Not identified as having disability,student_disability_status
7097,AAAXMP138200001910212144_OR,6.0,Not identified as having disability,student_disability_status
7098,AAAXMP138200002166172125_OR,5.0,Not identified as having disability,student_disability_status
7099,2421000520,3.0,Not identified as having disability,student_disability_status
7100,AAAXMP138200001937632144_OR,6.0,Not identified as having disability,student_disability_status
7101,AAAXMP138200002046722850_OR,6.0,Not identified as having disability,student_disability_status
7102,2091000020,6.0,Not identified as having disability,student_disability_status
7103,4.71836E+12,6.0,,student_disability_status
7104,AAAXMP138200001694892144_OR,6.0,Not identified as having disability,student_disability_status
7105,AAAXMP138200001062832850_OR,2.0,Not identified as having disability,student_disability_status
7106,530234115212010thLitAB,6.0,,student_disability_status
7107,AAAXMP138200000935362144_OR,6.0,Identified as having disability,student_disability_status
7108,AAAXMP138200001133502810_OR,6.0,Not identified as having disability,student_disability_status
7109,AAAXMP138200002156712810_OR,6.0,Not identified as having disability,student_disability_status
7110,AAAXMP138200001525242144_OR,6.0,Not identified as having disability,student_disability_status
7111,2091006371,6.0,Not identified as having disability,student_disability_status
7112,AAAXMP138200001788082810_OR,6.0,Not identified as having disability,student_disability_status
7113,AAAUUP138180000114702125_OR,6.0,Not identified as having disability,student_disability_status
7114,2081005347,6.0,Identified as having disability,student_disability_status
7115,2141005280,6.0,Not identified as having disability,student_disability_status
7116,AAAXMP138200001222192125_OR,6.0,Not identified as having disability,student_disability_status
7117,AAAUUP138180000258382125_OR,6.0,Not identified as having disability,student_disability_status
7118,2251005493,4.0,Not identified as having disability,student_disability_status
7119,AAAXMP138200000641062144_OR,6.0,Not identified as having disability,student_disability_status
7120,AAAUUP138180000097222125_OR,6.0,Not identified as having disability,student_disability_status
7121,AAAXMP138200001118952144_OR,6.0,Not identified as having disability,student_disability_status
7122,2171003323,3.0,Not identified as having disability,student_disability_status
7123,AAAXMP138200000709222850_OR,3.0,Not identified as having disability,student_disability_status
7124,AAAXMP138200000823612125_OR,3.0,Not identified as having disability,student_disability_status
7125,AAAUUP138180000388232125_OR,6.0,Not identified as having disability,student_disability_status
7126,AAAXMP138200000992192144_OR,6.0,Not identified as having disability,student_disability_status
7127,AAAXMP138200000914922144_OR,3.0,Not identified as having disability,student_disability_status
7128,2421001551,6.0,Not identified as having disability,student_disability_status
7129,AAAXMP138200001481212810_OR,6.0,Not identified as having disability,student_disability_status
7130,AAAXMP138200001848092850_OR,6.0,Not identified as having disability,student_disability_status
7131,AAAXMP138200000734532850_OR,3.0,Not identified as having disability,student_disability_status
7132,AAAXMP138200002047382850_OR,2.0,Not identified as having disability,student_disability_status
7133,AAAXMP138200001667932850_OR,2.0,Not identified as having disability,student_disability_status
7134,AAAXMP138200002113352850_OR,6.0,Not identified as having disability,student_disability_status
7135,AAAXMP138200001061252144_OR,6.0,Not identified as having disability,student_disability_status
7136,AAAXMP138200000835772125_OR,6.0,Not identified as having disability,student_disability_status
7137,2241004320,5.0,Not identified as having disability,student_disability_status
7138,AAAXMP138200001715982810_OR,5.0,Identified as having disability,student_disability_status
7139,2271006690,6.0,Not identified as having disability,student_disability_status
7140,AAAXMP138200001690422810_OR,6.0,Not identified as having disability,student_disability_status
7141,AAAXMP138200001829972810_OR,6.0,Not identified as having disability,student_disability_status
7142,AAAXMP138200001845382125_OR,6.0,Identified as having disability,student_disability_status
7143,AAAXMP138200001875252144_OR,6.0,Not identified as having disability,student_disability_status
7144,AAAXMP138200001023962810_OR,6.0,Not identified as having disability,student_disability_status
7145,5.78838E+12,4.0,,student_disability_status
7146,2081003573,6.0,Not identified as having disability,student_disability_status
7147,AAAXMP138200001199942850_OR,6.0,Not identified as having disability,student_disability_status
7148,AAAXMP138200001151322144_OR,6.0,Not identified as having disability,student_disability_status
7149,AAAXMP138200002171642810_OR,6.0,Not identified as having disability,student_disability_status
7150,AAAXMP138200002030222850_OR,1.0,Not identified as having disability,student_disability_status
7151,AAAXMP138200001020002810_OR,4.0,Not identified as having disability,student_disability_status
7152,2221000469,1.0,Not identified as having disability,student_disability_status
7153,AAAXMP138200001941162144_OR,6.0,Not identified as having disability,student_disability_status
7154,2251005353,6.0,Not identified as having disability,student_disability_status
7155,2241005695,5.0,Not identified as having disability,student_disability_status
7156,AAAXMP138200001261952810_OR,6.0,Not identified as having disability,student_disability_status
7157,2421004533,6.0,Not identified as having disability,student_disability_status
7158,2221004944,6.0,Not identified as having disability,student_disability_status
7159,AAAXMP138200001291222125_OR,6.0,Not identified as having disability,student_disability_status
7160,2141002027,6.0,Not identified as having disability,student_disability_status
7161,AAAXMP138200001701632810_OR,6.0,Not identified as having disability,student_disability_status
7162,2221003549,6.0,Not identified as having disability,student_disability_status
7163,AAAXMP138200000981522144_OR,6.0,Not identified as having disability,student_disability_status
7164,2171005954,6.0,Not identified as having disability,student_disability_status
7165,AAAXMP138200000974012144_OR,6.0,Not identified as having disability,student_disability_status
7166,5.57397E+12,3.0,,student_disability_status
7167,AAAXMP138200002098452850_OR,2.0,Not identified as having disability,student_disability_status
7168,2311005482,1.0,Not identified as having disability,student_disability_status
7169,AAAXMP138200000801422144_OR,6.0,Not identified as having disability,student_disability_status
7170,2271000799,3.0,Not identified as having disability,student_disability_status
7171,2251000599,5.0,Not identified as having disability,student_disability_status
7172,AAAXMP138200001001332125_OR,6.0,Not identified as having disability,student_disability_status
7173,AAAXMP138200001731762125_OR,6.0,Not identified as having disability,student_disability_status
7174,AAAXMP138200001422942810_OR,6.0,Not identified as having disability,student_disability_status
7175,AAAXMP138200001030532810_OR,6.0,Not identified as having disability,student_disability_status
7176,2141004151,6.0,Not identified as having disability,student_disability_status
7177,AAAXMP138200000946172810_OR,6.0,Not identified as having disability,student_disability_status
7178,AAAXMP138200002169382125_OR,5.0,Not identified as having disability,student_disability_status
7179,5.83832E+12,4.0,,student_disability_status
7180,AAAXMP138200001101632144_OR,6.0,Not identified as having disability,student_disability_status
7181,2021002236,6.0,Not identified as having disability,student_disability_status
7182,2081001546,6.0,Not identified as having disability,student_disability_status
7183,AAAXMP138200001611392810_OR,6.0,Not identified as having disability,student_disability_status
7184,2141007151,4.0,Not identified as having disability,student_disability_status
7185,AAAXMP138200001835632850_OR,6.0,Not identified as having disability,student_disability_status
7186,2311001126,2.0,Not identified as having disability,student_disability_status
7187,AAAXMP138200001111262125_OR,6.0,Identified as having disability,student_disability_status
7188,AAAXMP138200001057152850_OR,2.0,Identified as having disability,student_disability_status
7189,AAAXMP138200001575342850_OR,1.0,Not identified as having disability,student_disability_status
7190,AAAXMP138200000730432810_OR,6.0,Not identified as having disability,student_disability_status
7191,AAAXMP138200001685762144_OR,6.0,Not identified as having disability,student_disability_status
7192,AAAXMP138200001089432144_OR,6.0,Not identified as having disability,student_disability_status
7193,AAAXMP138200001604942125_OR,6.0,Not identified as having disability,student_disability_status
7194,AAAXMP138200001362812850_OR,6.0,Identified as having disability,student_disability_status
7195,2271004468,6.0,Not identified as having disability,student_disability_status
7196,AAAXMP138200001879952810_OR,6.0,Not identified as having disability,student_disability_status
7197,AAAXMP138200001574892125_OR,6.0,Not identified as having disability,student_disability_status
7198,AAAXMP138200001597272144_OR,6.0,Not identified as having disability,student_disability_status
7199,2091002219,3.0,Not identified as having disability,student_disability_status
7200,AAAXMP138200001706622144_OR,6.0,Not identified as having disability,student_disability_status
7201,AAAXMP138200001739792144_OR,6.0,Not identified as having disability,student_disability_status
7202,AAAXMP138200000705902810_OR,6.0,Not identified as having disability,student_disability_status
7203,AAAXMP138200001142662810_OR,6.0,Not identified as having disability,student_disability_status
7204,2271006631,6.0,Not identified as having disability,student_disability_status
7205,AAAXMP138200001735642850_OR,6.0,Not identified as having disability,student_disability_status
7206,2171004583,6.0,Not identified as having disability,student_disability_status
7207,2431007047,6.0,Not identified as having disability,student_disability_status
7208,AAAXMP138200002200582125_OR,6.0,Not identified as having disability,student_disability_status
7209,AAAXMP138200001712302125_OR,6.0,Not identified as having disability,student_disability_status
7210,2141005883,6.0,Not identified as having disability,student_disability_status
