essay_id,demographic_value,pred
2081000124,"Not economically disadvantaged","4"
AAAXMP138200000864012125_OR,"Economically disadvantaged","3"
AAAXMP138200001818752125_OR,"Not economically disadvantaged","Score: 5"
2431004480,"Not economically disadvantaged","3"
AAAXMP138200001513832144_OR,"Not economically disadvantaged","Score: 6"
AAAXMP138200000859682810_OR,"Economically disadvantaged","4"
AAAXMP138200001118942144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200000573122810_OR,"Not economically disadvantaged","Score: 5"
2311007221,"Economically disadvantaged","3"
2241002017,"Not economically disadvantaged","Score: 3"
AAAXMP138200002021792850_OR,"Not economically disadvantaged","Score: 4"
2311005512,"Economically disadvantaged","I would give this essay a score of 3."
AAAXMP138200000706202810_OR,"Not economically disadvantaged","Score: 4"
2091002791,"Economically disadvantaged","4"
AAAXMP138200001052272144_OR,"Not economically disadvantaged","4"
AAAXMP138200001856522144_OR,"Not economically disadvantaged","Score: 5"
2431002550,"Economically disadvantaged","Score: 4"
2141005981,"Economically disadvantaged","4"
AAAXMP138200001179622810_OR,"Economically disadvantaged","4"
5.47556E+12,"","Score: 4"
AAAUUP138180000265812125_OR_cleaned,"Not economically disadvantaged","4"
AAAXMP138200000826452810_OR,"Not economically disadvantaged","4"
5.33054E+12,"","4"
AAAXMP138200002015872850_OR,"Not economically disadvantaged","4"
5.4756E+12,"","4"
AAAXMP138200001691662850_OR,"Economically disadvantaged","4"
2091000399,"Economically disadvantaged","3"
4.67918E+12,"","4"
2141006073,"Not economically disadvantaged","4"
AAAXMP138200001580092810_OR,"Not economically disadvantaged","4"
AAAXMP138200001940402125_OR,"Not economically disadvantaged","4"
AAAXMP138200001677972850_OR,"Not economically disadvantaged","Score: 4"
2081007366,"Not economically disadvantaged","3"
2421007320,"Economically disadvantaged","4"
AAAXMP138200000986212125_OR,"Not economically disadvantaged","4"
2081001023,"Economically disadvantaged","4"
AAAXMP138200002039062810_OR,"Not economically disadvantaged","4"
AAAXMP138200000809182810_OR,"Not economically disadvantaged","4"
AAAXMP138200001432712144_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200002212002810_OR,"Not economically disadvantaged","4"
5.65826E+12,"","SCORE OF 5: An essay in this category demonstrates reasonably consistent mastery, although it will have occasional"
AAAXMP138200000677612810_OR,"Not economically disadvantaged","4"
2251005183,"Not economically disadvantaged","4"
AAAXMP138200001122642144_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001275042125_OR,"Not economically disadvantaged","4"
AAAXMP138200000969062125_OR,"Not economically disadvantaged","4"
2171002106,"Not economically disadvantaged","Score: 4"
AAAXMP138200001952932125_OR,"Not economically disadvantaged","Score: 5"
2171001568,"Not economically disadvantaged","4"
2421000431,"Economically disadvantaged","4"
AAAXMP138200001970152810_OR,"Not economically disadvantaged","4"
AAAXMP138200001107462810_OR,"Not economically disadvantaged","4"
4.67804E+12,"","Based on the provided essay, I would give it a score of 4."
AAAXMP138200001424942144_OR,"Not economically disadvantaged","Score: 4"
2241004443,"Economically disadvantaged","3"
AAAXMP138200001578712125_OR,"Not economically disadvantaged","4"
AAAXMP138200001253542810_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001480012144_OR,"Not economically disadvantaged","4"
515850115212010thLitAB,"","3"
5.4959E+12,"","4"
AAAXMP138200001826692125_OR,"Economically disadvantaged","Score: 2"
AAAXMP138200001168702810_OR,"Economically disadvantaged","4"
AAAUUP138180000133302125_OR,"Economically disadvantaged","Based on the provided essay, I would give a holistic grade of 4."
2421000198,"Economically disadvantaged","4"
AAAXMP138200001618802810_OR,"Economically disadvantaged","SCORE OF 5"
AAAXMP138200001959942144_OR,"Economically disadvantaged","SCORE OF 3"
5.34676E+12,"","4"
2241003978,"Economically disadvantaged","4"
5.67915E+12,"","Score: 4"
AAAXMP138200002111472810_OR,"Economically disadvantaged","3"
AAAXMP138200001791472144_OR,"Not economically disadvantaged","Score: 5"
2171006136,"Not economically disadvantaged","4"
AAAXMP138200001662822850_OR,"Not economically disadvantaged","4"
2251006813,"Economically disadvantaged","3"
AAAXMP138200000538252144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001079522850_OR,"Not economically disadvantaged","4"
AAAXMP138200001058992850_OR,"Economically disadvantaged","4"
AAAXMP138200001855242144_OR,"Not economically disadvantaged","Score: 4"
6.00056E+12,"","Score: 5"
2091003151,"Economically disadvantaged","4"
AAAXMP138200001234532850_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200002098892810_OR,"Not economically disadvantaged","Score: 5"
2091004041,"Economically disadvantaged","4"
AAAXMP138200001871432125_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001258542144_OR,"Not economically disadvantaged","Score: 4"
2271003798,"Not economically disadvantaged","3"
AAAXMP138200000996162125_OR,"Not economically disadvantaged","Score: 4"
2221004049,"Not economically disadvantaged","Score: 4"
AAAXMP138200000713012850_OR,"Economically disadvantaged","Score: 4"
2221007145,"Not economically disadvantaged","4"
AAAXMP138200001080152810_OR,"Not economically disadvantaged","3"
2091001557,"Not economically disadvantaged","4"
2311003625,"","4"
AAAXMP138200001682072810_OR,"Economically disadvantaged","3"
AAAXMP138200001847232125_OR,"Economically disadvantaged","SCORE OF 4"
5.63463E+12,"","4"
AAAXMP138200000491842810_OR,"Economically disadvantaged","3"
2241004834,"Economically disadvantaged","Score: 4"
2221000621,"Not economically disadvantaged","3"
AAAXMP138200000607092144_OR,"Not economically disadvantaged","4"
AAAXMP138200000925432144_OR,"Economically disadvantaged","Score: 5"
AAAXMP138200001336082144_OR,"Not economically disadvantaged","4"
AAAXMP138200000965852125_OR,"Not economically disadvantaged","4"
2141001934,"Not economically disadvantaged","3"
2271005545,"Not economically disadvantaged","3"
2091001468,"Not economically disadvantaged","SCORE OF 3"
AAAXMP138200000800382125_OR_cleaned,"Not economically disadvantaged","Score: 5"
AAAXMP138200001090822810_OR,"Not economically disadvantaged","4"
2311005415,"Not economically disadvantaged","4"
AAAXMP138200001705702810_OR,"Not economically disadvantaged","Score: 5"
2091000071,"Economically disadvantaged","3"
AAAXMP138200000788332125_OR,"Economically disadvantaged","Score: 4"
2241003374,"Not economically disadvantaged","4"
AAAXMP138200001317972144_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001757432810_OR,"Not economically disadvantaged","4"
2081005461,"Not economically disadvantaged","4"
5.32034E+12,"","Based on the provided essay, I would give a score of 4."
5.77448E+12,"","4"
AAAXMP138200000728122850_OR,"Economically disadvantaged","4"
2431003599,"Economically disadvantaged","4"
AAAXMP138200001397012144_OR,"Not economically disadvantaged","Score: 5"
AAAXMP138200001720712144_OR,"Economically disadvantaged","4"
AAAXMP138200000929232144_OR,"Economically disadvantaged","Score: 4"
AAAXMP138200001832802810_OR,"Not economically disadvantaged","4"
2141007118,"Economically disadvantaged","4"
AAAXMP138200002075342850_OR,"Not economically disadvantaged","Score: 4"
AAAXMP138200001992512810_OR,"Not economically disadvantaged","SCORE OF 4: An essay in this category demonstrates adequate mastery, although it will have lapses"
AAAXMP138200000964592125_OR,"Not economically disadvantaged","4"
AAAXMP138200002208952810_OR,"Economically disadvantaged","SCORE OF 4"
4.31036E+12,"","4"
AAAXMP138200002022812810_OR,"Not economically disadvantaged","4"
AAAXMP138200002169782850_OR,"Economically disadvantaged","4"
AAAXMP138200001817102125_OR,"Not economically disadvantaged","4"
2431004374,"Economically disadvantaged","Score: 2"
AAAXMP138200000574762850_OR,"Not economically disadvantaged","SCORE: 5"
2171002335,"Economically disadvantaged","4"
2221005487,"Economically disadvantaged","4"
2421003383,"Not economically disadvantaged","3"
5761731152126_cleaned,"","4"
2081005908,"Not economically disadvantaged","4"
AAAUUP138180000043392125_OR,"Not identified as having disability","3"
2141005158,"Not identified as having disability","4"
AAAXMP138200001032242850_OR,"Not identified as having disability","3"
AAAXMP138200000932322125_OR,"Not identified as having disability","Score: 5"
5.47198E+12,"","Based on the provided essay response, I would assign a holistic grade of 2."
2091002235,"Not identified as having disability","3"
AAAXMP138200000600392810_OR,"Not identified as having disability","4"
2421006633,"Not identified as having disability","4"
2251001498,"Not identified as having disability","4"
AAAXMP138200002196912810_OR,"Not identified as having disability","4"
AAAXMP138200000820732144_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001633172144_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001047092144_OR,"Identified as having disability","4"
AAAXMP138200000665502810_OR,"Not identified as having disability","4"
2221007072,"Not identified as having disability","4"
AAAXMP138200001062842850_OR,"Not identified as having disability","4"
AAAXMP138200002053312850_OR,"Not identified as having disability","Score: 5"
AAAXMP138200000702832810_OR,"Not identified as having disability","3"
2431002355,"Identified as having disability","4"
AAAXMP138200000975882125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001915722850_OR,"Not identified as having disability","Score: 5"
AAAXMP138200002215212810_OR,"Not identified as having disability","4"
2091000950,"Not identified as having disability","3"
AAAXMP138200001499402125_OR,"Not identified as having disability","4"
AAAUUP138180000333392125_OR,"Not identified as having disability","3"
2091003894,"Not identified as having disability","3"
4.93764E+12,"","Score: 4"
AAAXMP138200001440762810_OR,"Not identified as having disability","4"
AAAXMP138200000998072810_OR,"Not identified as having disability","Score: 4"
2271007327,"Not identified as having disability","4"
AAAUUP138180000245512125_OR,"Not identified as having disability","4"
AAAXMP138200001064912125_OR,"Identified as having disability","Score: 3"
2251001251,"Not identified as having disability","4"
AAAXMP138200001643332850_OR,"Not identified as having disability","4"
2431001413,"Not identified as having disability","3"
2251005868,"Identified as having disability","4"
AAAXMP138200001049992850_OR,"Not identified as having disability","Score: 3"
2221003646,"Not identified as having disability","Score: 5"
AAAXMP138200001356272810_OR,"Not identified as having disability","4"
AAAXMP138200000613742810_OR,"Not identified as having disability","4"
2431000832,"Not identified as having disability","Score: 4"
AAAUUP138180000065642125_OR,"Not identified as having disability","4"
2141005123,"Not identified as having disability","4"
AAAXMP138200002070312850_OR,"Not identified as having disability","4"
AAAXMP138200000915162144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200000750812810_OR,"Not identified as having disability","4"
4.98073E+12,"","4"
2091006460,"Identified as having disability","3"
2421007125,"Not identified as having disability","4"
2141001616,"Not identified as having disability","3"
AAAXMP138200000733712810_OR,"Not identified as having disability","Score: 5"
AAAXMP138200000899312810_OR,"Identified as having disability","Score: 5"
2091004149,"Not identified as having disability","4"
2311001452,"Not identified as having disability","4"
AAAXMP138200000691802850_OR,"Not identified as having disability","4"
5.52276E+12,"","4"
2271005065,"Not identified as having disability","4"
AAAXMP138200001334302144_OR,"Identified as having disability","4"
2221002330,"Not identified as having disability","Score: 3"
2271000292,"Not identified as having disability","4"
AAAXMP138200001878802850_OR,"Not identified as having disability","4"
AAAXMP138200001058972810_OR,"Not identified as having disability","Score: 5"
2091004351,"Not identified as having disability","4"
2021007815,"Not identified as having disability","Score: 5"
AAAXMP138200001150282850_OR,"Not identified as having disability","Score: 5"
AAAXMP138200000722192850_OR,"Not identified as having disability","SCORE OF 4"
2421003251,"Identified as having disability","4"
AAAXMP138200001043772125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001019852810_OR,"Not identified as having disability","4"
AAAXMP138200001706092125_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001306232850_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001850432850_OR,"Not identified as having disability","Score: 3"
AAAXMP138200001850492125_OR,"Identified as having disability","Score: 5"
AAAXMP138200000792592850_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001734402144_OR,"Identified as having disability","3"
2241003633,"Not identified as having disability","4"
AAAXMP138200001886312850_OR,"Not identified as having disability","Score: 3"
2021001183,"Not identified as having disability","4"
2241001843,"Not identified as having disability","3"
2271004662,"Identified as having disability","3"
AAAXMP138200001838952125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001888062144_OR,"Not identified as having disability","4"
2241005547,"Not identified as having disability","Score: 2"
AAAXMP138200000935832144_OR,"Not identified as having disability","Score: 5"
2091001387,"Not identified as having disability","4"
AAAXMP138200000816712850_OR,"Not identified as having disability","Score: 5"
AAAXMP138200002111302850_OR,"Not identified as having disability","SCORE OF 4"
5.07515E+12,"","4"
AAAXMP138200001333702125_OR,"Not identified as having disability","SCORE OF 4"
AAAXMP138200001698802125_OR,"Not identified as having disability","4"
AAAUUP138180000378322125_OR,"Not identified as having disability","Score: 3"
5.86399E+12,"","4"
AAAXMP138200001872032125_OR,"Not identified as having disability","4"
AAAXMP138200001512852125_OR,"Identified as having disability","3"
5.65861E+12,"","4"
AAAXMP138200001921472850_OR,"Not identified as having disability","3"
2311007299,"Not identified as having disability","Score: 2"
5.76191E+12,"","4"
AAAXMP138200001488132144_OR,"Not identified as having disability","Score: 5"
2241001649,"Not identified as having disability","4"
AAAXMP138200001979272850_OR,"Identified as having disability","Score: 3"
AAAXMP138200001649752810_OR,"Not identified as having disability","4"
AAAXMP138200001770632810_OR,"Not identified as having disability","4"
2141001748,"Not identified as having disability","4"
4.84513E+12,"","4"
AAAXMP138200001099482144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001927932125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001047732850_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001102932144_OR,"Not identified as having disability","4"
2311002106,"Not identified as having disability","4"
2431001570,"Not identified as having disability","Score: 2"
5.39688E+12,"","4"
2251003806,"Not identified as having disability","Score: 5"
AAAXMP138200000790662850_OR,"Not identified as having disability","Score: 4"
AAAXMP138200000911482810_OR,"Not identified as having disability","4"
2241007787,"Not identified as having disability","3"
AAAXMP138200001949712144_OR,"Not identified as having disability","Score: 3"
5.78256E+12,"","3"
AAAXMP138200001564992810_OR,"Not identified as having disability","Score: 5"
2091003614,"Not identified as having disability","4"
2251004802,"Identified as having disability","4"
2141006146,"Not identified as having disability","3"
AAAXMP138200002079502810_OR,"Not identified as having disability","4"
AAAXMP138200000803542144_OR,"Not identified as having disability","4"
AAAXMP138200001910972850_OR,"Not identified as having disability","3"
2081006301,"Not identified as having disability","Score: 4"
2241004052,"Not identified as having disability","3"
AAAXMP138200001602112125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200000951702144_OR,"Not identified as having disability","4"
AAAXMP138200001844812850_OR,"Not identified as having disability","Score: 5"
2141000687,"Not identified as having disability","4"
2221000418,"Not identified as having disability","Score: 3"
AAAXMP138200000955772144_OR,"Not identified as having disability","4"
AAAXMP138200002056392810_OR,"Identified as having disability","Score: 4"
5.72578E+12,"","4"
AAAXMP138200000529122810_OR,"Not identified as having disability","4"
AAAXMP138200001070972125_OR,"Not identified as having disability","4"
2081007081,"Not identified as having disability","3"
AAAXMP138200001597182810_OR,"Not identified as having disability","4"
AAAXMP138200000594772810_OR,"Not identified as having disability","4"
AAAXMP138200001179152810_OR,"Not identified as having disability","4"
4.90845E+12,"","Score: 5"
2081003999,"Not identified as having disability","SCORE: 2"
AAAXMP138200000644042144_OR,"Not identified as having disability","Score: 5"
2171000952,"Not identified as having disability","4"
2091000844,"Not identified as having disability","3"
2091007806,"Not identified as having disability","Score: 3"
AAAXMP138200002074982125_OR,"Not identified as having disability","Score: 4"
AAAXMP138200002008692810_OR,"Not identified as having disability","4"
AAAXMP138200001565302125_OR,"Not identified as having disability","4"
AAAXMP138200001057982125_OR,"Not identified as having disability","4"
5.56649E+12,"","Score: 6"
AAAXMP138200001121822810_OR,"Not identified as having disability","4"
2021002244,"Identified as having disability","I would assign a score of 2."
2421005637,"Not identified as having disability","3"
2241004044,"Not identified as having disability","4"
AAAXMP138200001224162850_OR,"Not identified as having disability","4"
AAAXMP138200002115632125_OR,"Identified as having disability","3"
2271004603,"Not identified as having disability","4"
4.68829E+12,"","Based on the provided essay, I would assign a holistic grade of 4."
AAAXMP138200001272302850_OR,"Not identified as having disability","4"
AAAXMP138200000821192125_OR,"Not identified as having disability","4"
2091003720,"Not identified as having disability","4"
2431004382,"Not identified as having disability","4"
AAAXMP138200001918082810_OR,"Not identified as having disability","4"
AAAXMP138200000474972125_OR,"Not identified as having disability","4"
AAAXMP138200001076772125_OR,"Not identified as having disability","3"
AAAXMP138200002206562810_OR,"Not identified as having disability","4"
AAAXMP138200000831932144_OR,"Not identified as having disability","4"
2311001347,"Not identified as having disability","4"
2421005777,"Not identified as having disability","4"
AAAXMP138200001527622144_OR,"Not identified as having disability","Score: 6"
AAAUUP138180000400852125_OR,"Not identified as having disability","3"
5.79082E+12,"","Score: 5"
AAAXMP138200001118412125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001606002810_OR,"Identified as having disability","4"
2221002933,"Not identified as having disability","Score: 4"
AAAXMP138200001124002144_OR,"Not identified as having disability","Score: 5"
AAAXMP138200000823082144_OR,"Not identified as having disability","4"
4.32701E+12,"","Score: 5"
AAAXMP138200001908822144_OR,"Not identified as having disability","4"
5.80054E+12,"","3"
5.45149E+12,"","Based on the provided essay, I would assign a holistic grade of 3."
2081003450,"Identified as having disability","Score: 2"
AAAXMP138200001682682125_OR,"Not identified as having disability","Score: 3"
AAAXMP138200000984212125_OR,"Not identified as having disability","Score: 4"
AAAXMP138200002159942125_OR,"Not identified as having disability","4"
AAAXMP138200001969772810_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001011802810_OR,"Not identified as having disability","4"
5.39386E+12,"","3"
AAAXMP138200002000562810_OR,"Not identified as having disability","4"
AAAXMP138200000953502144_OR,"Not identified as having disability","Score: 5"
2171004222,"Not identified as having disability","3"
AAAXMP138200001042272810_OR,"Not identified as having disability","4"
2221000892,"Not identified as having disability","4"
AAAXMP138200000726892850_OR,"Identified as having disability","3"
2421003511,"Not identified as having disability","Score: 3"
2221000141,"Not identified as having disability","3"
AAAXMP138200001767712144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001168612144_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001328222850_OR,"Not identified as having disability","4"
AAAUUP138180000062892125_OR,"Not identified as having disability","4"
AAAXMP138200001737362850_OR,"Not identified as having disability","Score: 2"
4.82347E+12,"","Score: 5"
2141007177,"Not identified as having disability","4"
2271001116,"Not identified as having disability","4"
2081001180,"Not identified as having disability","4"
AAAXMP138200000519892810_OR,"Not identified as having disability","4"
AAAXMP138200000928592144_OR,"Not identified as having disability","4"
AAAXMP138200001057242144_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001208942125_OR,"Not identified as having disability","3"
AAAXMP138200001325382850_OR,"Identified as having disability","SCORE OF 4"
AAAXMP138200001437832810_OR,"Not identified as having disability","3"
5.10297E+12,"","3"
AAAXMP138200001688162125_OR,"Not identified as having disability","Score: 4"
AAAXMP138200002122662810_OR,"Identified as having disability","4"
2081004197,"Not identified as having disability","3"
AAAXMP138200000758042810_OR,"Not identified as having disability","4"
AAAUUP138180000400922125_OR,"Not identified as having disability","4"
5.58506E+12,"","3"
5.99743E+12,"","Score: 4"
AAAXMP138200001519802125_OR,"Not identified as having disability","4"
5.53992E+12,"","Score: 4"
AAAXMP138200001359012810_OR,"Identified as having disability","4"
2221000019,"Not identified as having disability","Score: 3"
2091005854,"Not identified as having disability","4"
2141002906,"Not identified as having disability","4"
AAAXMP138200000934952125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001808592144_OR,"Not identified as having disability","4"
2421001488,"Identified as having disability","3"
2171001886,"Not identified as having disability","3"
2251004373,"Identified as having disability","4"
2241003706,"Not identified as having disability","3"
AAAXMP138200002159002850_OR,"Not identified as having disability","Score: 4"
2221002194,"Not identified as having disability","4"
AAAXMP138200001990422850_OR,"Identified as having disability","3"
AAAXMP138200000879562850_OR,"Identified as having disability","SCORE OF 4"
AAAXMP138200000570812810_OR,"Not identified as having disability","4"
AAAXMP138200001037222810_OR,"Not identified as having disability","4"
AAAXMP138200001935552144_OR,"Not identified as having disability","4"
AAAUUP138180000100512125_OR,"Not identified as having disability","SCORE OF 4"
AAAXMP138200002131272810_OR,"Not identified as having disability","4"
AAAXMP138200001181432850_OR,"Not identified as having disability","Score: 5"
5.95832E+12,"","4"
2081003913,"Not identified as having disability","4"
AAAXMP138200001926252144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001681152125_OR,"Identified as having disability","4"
AAAXMP138200001051562125_OR,"Not identified as having disability","4"
2221003620,"Not identified as having disability","4"
5.11314E+12,"","4"
AAAXMP138200002201132125_OR,"Not identified as having disability","Score: 5"
2171003552,"Not identified as having disability","4"
AAAXMP138200001691842144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001708912810_OR,"Not identified as having disability","4"
AAAXMP138200001703342144_OR,"Not identified as having disability","Score: 5"
5.79784E+12,"","3"
2141003465,"Identified as having disability","3"
5.82164E+12,"","4"
2091000984,"Not identified as having disability","4"
AAAUUP138180000207732125_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001818042810_OR,"Not identified as having disability","4"
AAAXMP138200001910832850_OR,"Not identified as having disability","4"
AAAXMP138200001812522850_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001189942810_OR,"Not identified as having disability","4"
AAAXMP138200001957252144_OR,"Not identified as having disability","Score: 5"
2431003246,"Not identified as having disability","4"
AAAXMP138200001059232810_OR,"Not identified as having disability","4"
2251003784,"Not identified as having disability","3"
AAAXMP138200001743972144_OR,"Not identified as having disability","Score: 5"
2271007301,"Not identified as having disability","4"
AAAXMP138200001845802850_OR,"Not identified as having disability","4"
5.67194E+12,"","4"
AAAXMP138200000703282850_OR,"Not identified as having disability","Score: 4"
2431006318,"Not identified as having disability","Score: 5"
AAAXMP138200001375882144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200000834052125_OR,"Not identified as having disability","Score: 5"
2221001287,"Not identified as having disability","Score: 4"
5.47949E+12,"","4"
5.54692E+12,"","4"
2311000031,"Not identified as having disability","Score: 3"
2021006061,"Not identified as having disability","3"
2241000448,"Not identified as having disability","3"
AAAXMP138200000704412810_OR,"Not identified as having disability","3"
2141003058,"Not identified as having disability","4"
AAAXMP138200000789922125_OR,"Identified as having disability","Score: 3"
2021006746,"Not identified as having disability","4"
AAAXMP138200001237152144_OR,"Not identified as having disability","4"
AAAXMP138200000783022125_OR,"Not identified as having disability","Score: 5"
2021002988,"Not identified as having disability","4"
AAAXMP138200001342652125_OR,"Not identified as having disability","4"
AAAXMP138200001178672810_OR,"Identified as having disability","Score: 2"
2021003607,"Not identified as having disability","4"
AAAUUP138180000194412125_OR,"Identified as having disability","Score: 3"
2251001846,"Not identified as having disability","3"
AAAUUP138180000377942125_OR,"Not identified as having disability","3"
5.30183E+12,"","Score: 4"
2271004387,"Not identified as having disability","4"
AAAXMP138200001524922144_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001957322125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001062122810_OR,"Identified as having disability","4"
2241001291,"Not identified as having disability","4"
2021002473,"Not identified as having disability","Score: 3"
576552115212010thLitAB,"","4"
AAAXMP138200001813512850_OR,"Not identified as having disability","Score: 4"
AAAXMP138200000989802125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001696612850_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001109102125_OR,"Not identified as having disability","Score: 5"
2171000448,"Not identified as having disability","3"
AAAXMP138200002090622125_OR,"Not identified as having disability","4"
2021000390,"Not identified as having disability","Score: 4"
2171000022,"Not identified as having disability","4"
AAAXMP138200002093492850_OR,"Identified as having disability","Score: 4"
2251000050,"Not identified as having disability","4"
2271007238,"Not identified as having disability","4"
2221003743,"Not identified as having disability","Score: 4"
AAAXMP138200001676822144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001802502125_OR,"Not identified as having disability","4"
AAAXMP138200001049732144_OR,"Not identified as having disability","SCORE OF 4"
5.56555E+12,"","4"
AAAXMP138200001049972810_OR,"Not identified as having disability","4"
AAAXMP138200001836992125_OR,"Not identified as having disability","SCORE OF 5"
2311003978,"Not identified as having disability","3"
2091006630,"Not identified as having disability","Score: 5"
AAAXMP138200001108912144_OR,"Not identified as having disability","Score: 5"
2091004271,"Not identified as having disability","4"
AAAXMP138200000513832810_OR,"Not identified as having disability","3"
6.00191E+12,"","SCORE OF 3"
2221000400,"Not identified as having disability","Score: 2"
5.59929E+12,"","4"
2081005525,"Not identified as having disability","Score: 4"
2171004044,"Not identified as having disability","4"
AAAXMP138200000757282125_OR,"Not identified as having disability","SCORE OF 4"
2241005121,"Not identified as having disability","3"
AAAXMP138200000945202144_OR,"Not identified as having disability","Score: 5"
2171001801,"Not identified as having disability","4"
AAAXMP138200001637322850_OR,"Not identified as having disability","4"
2421005467,"Not identified as having disability","4"
2241000456,"Not identified as having disability","4"
6002021152120_cleaned,"","4"
AAAXMP138200002154302125_OR,"Not identified as having disability","3"
2251003032,"Not identified as having disability","Score: 4"
AAAXMP138200001773912810_OR,"Not identified as having disability","4"
AAAXMP138200001937402850_OR,"Identified as having disability","Score: 4"
AAAXMP138200002012052810_OR,"Not identified as having disability","4"
AAAXMP138200001792872810_OR,"Not identified as having disability","3"
2431004854,"Not identified as having disability","4"
AAAXMP138200001376012810_OR,"Not identified as having disability","4"
4.27326E+12,"","4"
2021006541,"Not identified as having disability","Score: 4"
AAAXMP138200001270712850_OR,"Not identified as having disability","4"
AAAXMP138200001754392125_OR,"Identified as having disability","4"
5.00255E+12,"","Score: 3"
5.37417E+12,"","4"
AAAXMP138200001438802810_OR,"Not identified as having disability","Score: 4"
2421001453,"Not identified as having disability","4"
5.4825E+12,"","4"
2091005510,"Not identified as having disability","3"
2311004265,"Not identified as having disability","Score: 3"
2241003536,"Not identified as having disability","4"
AAAXMP138200002100142144_OR,"Not identified as having disability","SCORE OF 5"
AAAXMP138200001985282810_OR,"Not identified as having disability","4"
AAAXMP138200001885442125_OR,"Identified as having disability","4"
AAAXMP138200001539482144_OR,"Not identified as having disability","4"
AAAXMP138200001065202850_OR,"Identified as having disability","3"
AAAXMP138200001307242850_OR,"Not identified as having disability","4"
AAAXMP138200002162302810_OR,"Not identified as having disability","4"
AAAXMP138200000863002144_OR,"Not identified as having disability","4"
AAAXMP138200001558172144_OR,"Identified as having disability","4"
AAAXMP138200000699142810_OR,"Not identified as having disability","4"
2021000276,"Not identified as having disability","3"
AAAXMP138200000925102810_OR,"Not identified as having disability","Score: 5"
AAAXMP138200000674212125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001418682810_OR,"Not identified as having disability","4"
AAAXMP138200001405652810_OR,"Identified as having disability","Score: 4"
2091006176,"Identified as having disability","4"
2421004461,"Not identified as having disability","4"
AAAXMP138200000827812144_OR,"Not identified as having disability","Score: 5"
2081005649,"Not identified as having disability","4"
AAAXMP138200000680282810_OR,"Not identified as having disability","4"
AAAXMP138200001053092144_OR,"Identified as having disability","4"
AAAXMP138200000759412125_OR,"Not identified as having disability","Score: 5"
2221001481,"Not identified as having disability","Score: 5"
5.94683E+12,"","4"
AAAXMP138200001474842125_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001038782125_OR,"Not identified as having disability","Score: 3"
5.99671E+12,"","4"
AAAXMP138200001877292144_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001117662125_OR,"Not identified as having disability","4"
4.92656E+12,"","4"
AAAXMP138200001969762810_OR,"Not identified as having disability","4"
AAAXMP138200000911902810_OR,"Not identified as having disability","Score: 3"
AAAXMP138200000907232810_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001889762810_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001126332125_OR,"Not identified as having disability","Score: 5"
AAAXMP138200001612762144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200001837862144_OR,"Not identified as having disability","Score: 4"
AAAXMP138200000769422810_OR,"Identified as having disability","3"
2271006746,"Not identified as having disability","3"
AAAXMP138200001179632810_OR,"Not identified as having disability","4"
2251003547,"Not identified as having disability","4"
